npcid_XBXXZ	type_XBXXZ	name_XBXXZ	race_XBXXZ	level_XBXXZ	damage_XBXXZ	defence_XBXXZ	aspeed_XBXXZ	maxhp_XBXXZ	reputation_XBXXZ	deathreputation_XBXXZ	pkscore_XBXXZ	drop_XBXXZ
5061	1	毁灭魔界小妖	1	120	213000	0	206	2844000	1	206	不要命的话，你就来吧！	54:15-20:10000:1;38:73-79:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5062	1	小魔界小妖	1	120	217800	0	207	2859000	1	207	不自量力的家伙，你是赶来送死的吗？	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5063	1	魔佛界小妖	1	120	222600	0	208	2874000	1	208	调头吧，给自己留一条活路！	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5064	1	异度魔界小妖	1	120	227400	0	209	2889000	1	209	真动起手来，你可就没后悔的机会了！	54:15-20:10000:1;38:77-83:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5065	1	血魔界小妖	1	120	232200	0	210	2904000	1	210	别逼我，我发起火来，自己都害怕！	54:15-20:10000:1;38:77-83:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5066	1	天魔界小妖	1	120	237000	0	211	2919000	1	211	别惹我，我也是敢拼命的！	54:15-20:10000:1;38:77-83:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5067	1	魔神界小妖	1	120	241800	0	212	2934000	1	212	不要欺人太甚！妖也是有火气的！	54:15-20:10000:1;38:80-86:10000:1;15:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5068	1	梵度天魔物	2	101	77740	0	146	1944000	1	146	不要命的话，你就来吧！	54:15-20:10000:1;38:50-51:10000:1;11:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;68:1-1:1000:1;106:1-1:100:1;
5069	1	玉隆天魔物	2	101	81740	0	147	1959000	1	147	不自量力的家伙，你是赶来送死的吗？	54:15-20:10000:1;38:48-54:10000:1;11:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;69:1-1:1000:1;99:1-1:200:1;
5070	1	妙成天魔物	2	101	85740	0	148	1974000	1	148	调头吧，给自己留一条活路！	54:15-20:10000:1;38:48-54:10000:1;11:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;70:1-1:1000:1;100:1-1:100:1;
5071	1	无思天魔物	2	101	89740	0	149	1989000	1	149	真动起手来，你可就没后悔的机会了！	54:15-20:10000:1;38:48-54:10000:1;11:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;71:1-1:1000:1;
5072	1	元载天魔物	2	101	97740	0	150	2004000	1	150	别逼我，我发起火来，自己都害怕！	54:15-20:10000:1;38:48-54:10000:1;11:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;72:1-1:1000:1;
5073	1	灵明天魔物	2	101	105740	0	151	2019000	1	151	别惹我，我也是敢拼命的！	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;73:1-1:1000:1;
5074	1	赤明天魔物	2	101	113740	0	152	2034000	1	152	不要欺人太甚！妖也是有火气的！	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;74:1-1:1000:1;
5075	1	太安天魔物	2	101	121740	0	153	2049000	1	153	咱们就不能好好谈谈吗？动手有意思吗？	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;75:1-1:500:1;
5076	1	荣华天魔物	2	101	129740	0	154	2064000	1	154	你厉害，这总可以了吧！别打了！	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;76:1-1:500:1;
5077	1	玄明天魔物	2	101	137740	0	155	2079000	1	155	别杀我，我爷爷是大妖王	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;99:1-1:100:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;100:1-1:150:1;
5078	1	玄胎天魔物	2	101	145740	0	156	2094000	1	156	别动手，有话好好说！	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5079	1	太明天魔物	2	101	153740	0	157	2109000	1	157	给我个机会，我也想做个好妖！	54:15-20:10000:1;38:50-56:10000:1;11:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;106:1-1:100:1;
5080	1	太黄天魔物	2	101	161740	0	158	2124000	1	158	上仙饶命，放过的小的一马！	54:15-20:10000:1;38:50-56:10000:1;11:1-1:100:1;99:1-1:100:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;101:1-1:150:1;
5081	1	大罗天魔物	2	101	169740	0	159	2139000	1	159	上仙饶命！上仙饶命！上仙饶命！	54:15-20:10000:1;38:53-59:10000:1;12:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;99:1-1:200:1;
5082	1	始皇天魔物	2	101	177740	0	160	2154000	1	160	呜呜呜……饶命啊！	54:15-20:10000:1;38:53-59:10000:1;12:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5083	1	极风天魔物	2	101	185740	0	161	2169000	1	161	说吧，你打算在自己的墓碑上刻上什么字？	54:15-20:10000:1;38:54-60:10000:1;12:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;100:1-1:200:1;
5084	1	光明天魔物	2	101	193740	0	162	2184000	1	162	脖子洗干净了吗？	54:15-20:10000:1;38:54-60:10000:1;12:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5085	1	虚无天魔物	2	101	201740	0	163	2199000	1	163	哈哈哈！你是来送死的吗？	54:15-20:10000:1;38:54-60:10000:1;12:1-1:100:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;101:1-1:200:1;
5086	1	七曜天魔物	2	101	209740	0	164	2214000	1	164	哈哈哈哈，来了个不要命的蝼蚁！	54:15-20:10000:1;38:54-60:10000:1;12:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5087	1	皇笳天魔物	2	101	217740	0	165	2229000	1	165	呵呵~你敢动手试试？	54:15-20:10000:1;38:58-64:10000:1;13:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;107:1-1:200:1;
5088	1	太皇天魔物	2	120	225740	0	166	2244000	1	166	不要命的话，你就来吧！	54:15-20:10000:1;38:58-64:10000:1;13:1-1:100:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5089	1	太极天魔物	2	120	233740	0	167	2259000	1	167	不自量力的家伙，你是赶来送死的吗？	54:15-20:10000:1;38:58-64:10000:1;13:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;102:1-1:100:1;
5090	1	玄武天魔物	2	120	241740	0	168	2274000	1	168	调头吧，给自己留一条活路！	54:15-20:10000:1;38:61-67:10000:1;14:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5091	1	朱雀天魔物	2	120	249740	0	169	2289000	1	169	真动起手来，你可就没后悔的机会了！	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;108:1-1:200:1;
5092	1	白虎天魔物	2	120	257740	0	170	2304000	1	170	别逼我，我发起火来，自己都害怕！	54:15-20:10000:1;38:62-68:10000:1;14:1-1:100:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5093	1	青龙天魔物	2	120	265740	0	171	2319000	1	171	别惹我，我也是敢拼命的！	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;103:1-1:100:1;
5094	1	大焚天魔物	2	120	273740	0	172	2334000	1	172	不要欺人太甚！妖也是有火气的！	54:15-20:10000:1;38:65-71:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5095	1	东极天魔物	2	120	281740	0	173	2349000	1	173	咱们就不能好好谈谈吗？动手有意思吗？	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;104:1-1:100:1;
5096	1	西极天魔物	2	120	289740	0	174	2364000	1	174	你厉害，这总可以了吧！别打了！	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5097	1	南极天魔物	2	120	297740	0	175	2379000	1	175	别杀我，我爷爷是大妖王	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5098	1	北极天魔物	2	120	305740	0	176	2394000	1	176	别动手，有话好好说！	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;106:1-1:100:1;
5099	1	皇地祇魔物	2	120	313740	0	177	2409000	1	177	给我个机会，我也想做个好妖！	54:15-20:10000:1;38:76-82:10000:1;15:1-1:100:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5100	1	玉皇天魔物	2	120	321740	0	178	2424000	1	178	上仙饶命，放过的小的一马！	54:15-20:10000:1;38:80-86:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;99:1-1:200:1;
5101	1	枉死地狱魔物	2	120	182700	0	179	2439000	1	179	上仙饶命！上仙饶命！上仙饶命！	54:15-20:10000:1;38:57-63:10000:1;13:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5102	1	火山地狱魔物	2	120	189900	0	180	2454000	1	180	呜呜呜……饶命啊！	54:15-20:10000:1;38:57-63:10000:1;13:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;100:1-1:200:1;
5103	1	白骨地狱魔物	2	120	197100	0	181	2469000	1	181	说吧，你打算在自己的墓碑上刻上什么字？	54:15-20:10000:1;38:57-63:10000:1;13:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5104	1	乱魂地狱魔物	2	120	204300	0	182	2484000	1	182	脖子洗干净了吗？	54:15-20:10000:1;38:58-64:10000:1;13:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;101:1-1:200:1;
5105	1	黑绳地狱魔物	2	120	211500	0	183	2499000	1	183	哈哈哈！你是来送死的吗？	54:15-20:10000:1;38:61-67:10000:1;14:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5106	1	寂静地狱魔物	2	120	218700	0	184	2514000	1	184	哈哈哈哈，来了个不要命的蝼蚁！	54:15-20:10000:1;38:61-67:10000:1;14:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;107:1-1:200:1;
5107	1	血莲地狱魔物	2	120	225900	0	185	2529000	1	185	呵呵~你敢动手试试？	54:15-20:10000:1;38:61-67:10000:1;14:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5108	1	血池地狱魔物	2	120	233100	0	186	2544000	1	186	不要命的话，你就来吧！	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;102:1-1:100:1;
5109	1	哀嚎地狱魔物	2	120	240300	0	187	2559000	1	187	不自量力的家伙，你是赶来送死的吗？	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5110	1	阴灵地狱魔物	2	120	247500	0	188	2574000	1	188	调头吧，给自己留一条活路！	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;108:1-1:200:1;
5111	1	怨魂地狱魔物	2	120	254700	0	189	2589000	1	189	真动起手来，你可就没后悔的机会了！	54:15-20:10000:1;38:62-68:10000:1;14:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5112	1	冥冬地狱魔物	2	120	261900	0	190	2604000	1	190	别逼我，我发起火来，自己都害怕！	54:15-20:10000:1;38:66-72:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;103:1-1:100:1;
5113	1	永夜地狱魔物	2	120	269100	0	191	2619000	1	191	别惹我，我也是敢拼命的！	54:15-20:10000:1;38:66-72:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5114	1	寒冰地狱魔物	2	120	276300	0	192	2634000	1	192	不要欺人太甚！妖也是有火气的！	54:15-20:10000:1;38:69-75:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;104:1-1:100:1;
5115	1	阿鼻地狱魔物	2	120	283500	0	193	2649000	1	193	咱们就不能好好谈谈吗？动手有意思吗？	54:15-20:10000:1;38:73-79:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5116	1	阴阳地狱魔物	2	120	290700	0	194	2664000	1	194	你厉害，这总可以了吧！别打了！	54:15-20:10000:1;38:73-79:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5117	1	红莲地狱魔物	2	120	297900	0	195	2679000	1	195	别杀我，我爷爷是大妖王	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5118	1	青莲地狱魔物	2	120	305100	0	196	2694000	1	196	别动手，有话好好说！	54:15-20:10000:1;38:77-83:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5119	1	无间炼狱魔物	2	120	312300	0	197	2709000	1	197	给我个机会，我也想做个好妖！	54:15-20:10000:1;38:80-86:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5120	1	剧毒魔界魔物	2	120	314280	0	198	2724000	1	198	上仙饶命，放过的小的一马！	54:15-20:10000:1;38:61-67:10000:1;14:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5121	1	火焰魔界魔物	2	120	322920	0	199	2739000	1	199	上仙饶命！上仙饶命！上仙饶命！	54:15-20:10000:1;38:65-71:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;106:1-1:100:1;
5122	1	诅咒魔界魔物	2	120	331560	0	200	2754000	1	200	呜呜呜……饶命啊！	54:15-20:10000:1;38:65-71:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;99:1-1:200:1;
5123	1	恐惧魔界魔物	2	120	340200	0	201	2769000	1	201	说吧，你打算在自己的墓碑上刻上什么字？	54:15-20:10000:1;38:65-71:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;100:1-1:200:1;
5124	1	深渊魔界魔物	2	120	348840	0	202	2784000	1	202	脖子洗干净了吗？	54:15-20:10000:1;38:69-75:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;101:1-1:200:1;
5125	1	欲界魔物	2	120	357480	0	203	2799000	1	203	哈哈哈！你是来送死的吗？	54:15-20:10000:1;38:72-78:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5126	1	极乐界魔物	2	120	366120	0	204	2814000	1	204	哈哈哈哈，来了个不要命的蝼蚁！	54:15-20:10000:1;38:72-78:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;107:1-1:200:1;
5127	1	黑暗魔界魔物	2	120	374760	0	205	2829000	1	205	呵呵~你敢动手试试？	54:15-20:10000:1;38:73-79:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5128	1	毁灭魔界魔物	2	120	383400	0	206	2844000	1	206	不要命的话，你就来吧！	54:15-20:10000:1;38:73-79:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;102:1-1:100:1;
5129	1	小魔界魔物	2	120	392040	0	207	2859000	1	207	不自量力的家伙，你是赶来送死的吗？	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5130	1	魔佛界魔物	2	120	400680	0	208	2874000	1	208	调头吧，给自己留一条活路！	54:15-20:10000:1;38:76-82:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;108:1-1:200:1;
5131	1	异度魔界魔物	2	120	409320	0	209	2889000	1	209	真动起手来，你可就没后悔的机会了！	54:15-20:10000:1;38:77-83:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5132	1	血魔界魔物	2	120	417960	0	210	2904000	1	210	别逼我，我发起火来，自己都害怕！	54:15-20:10000:1;38:77-83:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;103:1-1:100:1;
5133	1	天魔界魔物	2	120	426600	0	211	2919000	1	211	别惹我，我也是敢拼命的！	54:15-20:10000:1;38:77-83:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;
5134	1	魔神界魔物	2	120	435240	0	212	2934000	1	212	不要欺人太甚！妖也是有火气的！	54:15-20:10000:1;38:80-86:10000:1;15:1-1:10:1;99:1-1:10:1;72:1-1:10:1;79:1-1:50:1;73:1-1:20:1;74:1-1:50:1;75:1-1:50:1;104:1-1:100:1;
5135	1	梵度天鬼物	3	101	60000	0	146	600000	1	146	不要命的话，你就来吧！	54:15-20:10000:1;38:50-51:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5136	1	玉隆天鬼物	3	101	66400	0	147	664000	1	147	不自量力的家伙，你是赶来送死的吗？	54:15-20:10000:1;38:48-54:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5137	1	妙成天鬼物	3	101	72800	0	148	728000	1	148	调头吧，给自己留一条活路！	54:15-20:10000:1;38:48-54:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5138	1	无思天鬼物	3	101	79200	0	149	792000	1	149	真动起手来，你可就没后悔的机会了！	54:15-20:10000:1;38:48-54:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5139	1	元载天鬼物	3	101	85600	0	150	856000	1	150	别逼我，我发起火来，自己都害怕！	54:15-20:10000:1;38:48-54:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5140	1	灵明天鬼物	3	101	92000	0	151	920000	1	151	别惹我，我也是敢拼命的！	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5141	1	赤明天鬼物	3	101	98400	0	152	984000	1	152	不要欺人太甚！妖也是有火气的！	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5142	1	太安天鬼物	3	101	104800	0	153	1048000	1	153	咱们就不能好好谈谈吗？动手有意思吗？	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5143	1	荣华天鬼物	3	101	111200	0	154	1112000	1	154	你厉害，这总可以了吧！别打了！	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5144	1	玄明天鬼物	3	101	117600	0	155	1176000	1	155	别杀我，我爷爷是大妖王	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5145	1	玄胎天鬼物	3	101	124000	0	156	1240000	1	156	别动手，有话好好说！	54:15-20:10000:1;38:49-55:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5146	1	太明天鬼物	3	101	130400	0	157	1304000	1	157	给我个机会，我也想做个好妖！	54:15-20:10000:1;38:50-56:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5147	1	太黄天鬼物	3	101	136800	0	158	1368000	1	158	上仙饶命，放过的小的一马！	54:15-20:10000:1;38:50-56:10000:1;11:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5148	1	大罗天鬼物	3	101	143200	0	159	1432000	1	159	上仙饶命！上仙饶命！上仙饶命！	54:15-20:10000:1;38:53-59:10000:1;12:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5149	1	始皇天鬼物	3	101	149600	0	160	1496000	1	160	呜呜呜……饶命啊！	54:15-20:10000:1;38:53-59:10000:1;12:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
5150	1	极风天鬼物	3	101	156000	0	161	1560000	1	161	说吧，你打算在自己的墓碑上刻上什么字？	54:15-20:10000:1;38:54-60:10000:1;12:1-1:10:1;9:1-1:100:1;10:1-1:100:1;99:1-1:10:1;72:1-1:1000:1;79:1-1:500:1;73:1-1:200:1;74:1-1:50:1;75:1-1:50:1;
