Level_XBXXZ	Name_XBXXZ	Iron_XBXXZ	Wood_XBXXZ	Pill_XBXXZ	show_XBXXZ	personpercent100_XBXXZ	personnum100_XBXXZ	personpercent1000_XBXXZ	personnum1000_XBXXZ	personpercent6000_XBXXZ	personnum6000_XBXXZ	persons_XBXXZ
217	217级洗髓池	543600	434880	718200	0.226	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
218	218级洗髓池	548100	438480	724200	0.227	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
219	219级洗髓池	552600	442080	730200	0.228	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
220	220级洗髓池	557100	445680	736200	0.229	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
221	221级洗髓池	561600	449280	742200	0.23	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
222	222级洗髓池	566100	452880	748200	0.231	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
223	223级洗髓池	570600	456480	754200	0.232	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
224	224级洗髓池	575100	460080	760200	0.233	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
225	225级洗髓池	579600	463680	766200	0.234	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
226	226级洗髓池	584100	467280	772200	0.235	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
227	227级洗髓池	588600	470880	778200	0.236	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
228	228级洗髓池	593100	474480	784200	0.237	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
229	229级洗髓池	597600	478080	790200	0.238	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
230	230级洗髓池	602100	481680	796200	0.239	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
231	231级洗髓池	606600	485280	802200	0.24	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
232	232级洗髓池	611100	488880	808200	0.241	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
233	233级洗髓池	615600	492480	814200	0.242	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
234	234级洗髓池	620100	496080	820200	0.243	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
235	235级洗髓池	624600	499680	826200	0.244	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
236	236级洗髓池	629100	503280	832200	0.245	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
237	237级洗髓池	633600	506880	838200	0.246	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
238	238级洗髓池	638100	510480	844200	0.247	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
239	239级洗髓池	642600	514080	850200	0.248	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
240	240级洗髓池	647100	517680	856200	0.249	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
241	241级洗髓池	651600	521280	862200	0.25	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
242	242级洗髓池	656100	524880	868200	0.251	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
243	243级洗髓池	660600	528480	874200	0.252	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
244	244级洗髓池	665100	532080	880200	0.253	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
245	245级洗髓池	669600	535680	886200	0.254	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
246	246级洗髓池	674100	539280	892200	0.255	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
247	247级洗髓池	678600	542880	898200	0.256	300	1	1000	1	10000	3	1,10;2,10;3,10;11,10;12,10;13,10;21,10;22,10;23,10;31,10;32,10;33,10;41,10;42,10;43,10;81,10;82,10;83,10;91,10;92,10;93,10;101,10;102,10;103,10;111,10;112,10;113,10;121,10;122,10;123,10;4,10;5,10;14,10;15,10;34,10;35,10;44,10;45,10;84,10;85,10;94,10;95,10;114,10;115,10;124,10;125,10;6,10;7,10;16,10;17,10;36,10;37,10;46,10;47,10;86,10;87,10;96,10;97,10;117,10;126,10;127,10;8,10;9,10;18,10;19,10;38,10;39,10;28,10;29,10;48,10;49,10;88,10;89,10;98,10;99,10;108,10;109,10;118,10;119,10;128,10;129,10;10,10;20,10;30,10;40,10;50,10;90,10;100,10;110,10;120,10;130,10;51,10;54,10;57,10;63,10;131,10;134,10;137,10;140,10;143,10;
